"charge","pI","mass"
0.717636406607195,7.76066418857884,5464.24384
22.1791343058883,12.4715232395152,12139.42984
-3.27356058020382,4.6049027660665,5707.30304
1.72096715670949,8.11372228526949,5770.60164
-5.96429298955496,4.34024858966041,10120.51214
0.900973380237134,8.05133030851039,1852.17344
6.99679423008398,12.825634730323,2228.72054
1.02577322630616,8.53051087384594,1078.25374
7.50320817568118,9.34993498931215,5239.10644
7.59071560971702,9.19638066278706,8118.83514
-7.99009384469576,4.19696476576505,11382.80184
-8.66727702155862,5.36207173044565,6867.36644
-2.95991925060487,4.89567129680003,11000.54194
0.937370842249141,8.52706384824541,3221.55714
-1.86998518889283,5.72247348243674,9146.13094
9.18593694453088,10.9036485476798,9400.06684
14.1485305457814,11.6194472596443,8846.62004
2.92968127305101,8.64735392223527,8872.57644
3.05440925613764,9.49869149901502,1818.10414
6.01066930875683,10.3000732034999,10928.64524
2.68799279370744,8.21616201546577,5404.10394
11.0505899984645,10.9302735569952,6483.60184
6.09656656949458,11.721818665153,7340.52044
18.7443638995931,11.6329845828991,8501.30614
9.58907744791972,9.77331311012254,8734.36114
4.08888014510084,12.9771262697305,1459.80734
16.0873817967391,13.5047428329872,5380.38904
1.71889244465793,8.11486957599821,4859.45644
2.71667414905737,8.38001705671173,4802.40444
2.05470428998965,8.8039272550105,1689.93004
-2.00067955944249,3.82609731340487,1588.73724
6.77584471703193,9.00035886590359,6179.06754
4.36194536995185,11.5767879893484,1875.08854
0.124857779855698,7.51757085838815,9253.37294
-4.17284340979984,4.43678048365157,7451.75534
11.9402332072465,10.8244009116366,8086.69544
6.02536813314963,9.86730978690327,7871.06144
-4.91597822179094,5.29252680821641,6397.45494
5.68288897880848,8.78636032077734,5588.47174
-1.17432313451361,5.09706579733248,8192.60054
-1.69232760923201,6.5032743477091,6782.87654
-1.91006219108515,4.30824790433565,1296.44304
6.77584471703193,9.00035886590359,6081.95084
4.80835774234445,8.85136416303394,7534.22564
-0.435545295763891,6.08479801288665,4195.93774
3.68067201279699,8.39394008853766,6314.13514
0.658809250263646,7.69299258097332,7937.37314
-1.04861306927158,5.08399735069522,7191.37914
11.8726612584152,10.5755310711476,7650.99234
0.99876211307099,9.2552562717816,1849.24674
5.03013095854676,10.2359475986273,6275.29724
6.71770899794966,9.47152536168911,5822.85914
3.99767933163999,12.8074300993045,1813.18674
15.0239877108464,12.2121504529959,7485.79574
3.02318783618702,8.66500815569974,5201.14924
8.36560413827713,10.7255505444641,10745.60774
1.99564352227992,8.5328299135191,2020.33514
1.93571123831514,9.83324431942097,1319.50094
2.71992239799652,8.15059857764806,10015.88004
-4.05987424066246,4.76302951323813,9886.56754
3.62528352247553,8.62600712239873,4612.28424
0.100362791579922,7.53270247275652,8524.66764
9.99795118639025,13.4542589910002,5162.22694
3.09143639282514,10.856970088989,5893.83854
6.02759341553074,9.77183922189136,8167.64404
3.87098485251317,8.42162592950337,7297.42474
4.71445254215655,8.8703300343731,3875.38284
12.7273597088211,11.569983137283,10840.82284
2.06482357654189,8.74466334834632,9419.67244
5.49931016359899,8.77872218266859,9277.67884
-0.459379143068845,6.9525295976771,9335.83554
19.0859380035165,13.2063576809718,5324.37134
-1.90865139143117,4.70327703591665,4932.73254
5.1780603428361,11.7684282581922,1574.85464
16.9982412059753,13.2449820060699,5400.46134
6.99772937910805,10.4096467749838,10048.80884
3.93599633826639,12.5000603073142,1425.80504
-0.28142770681106,7.03871330092438,6485.86924
-1.12419000971216,3.84995046605762,1315.48104
0.964648924599118,8.24122807034772,673.84624
10.9399943028689,10.8000759522383,10380.24524
6.27030593909,11.1060468179965,6526.86114
14.1835763095348,11.1330574583383,10372.30644
4.86719242534203,8.6008522073002,5664.39924
10.7488838149507,10.7105153124466,6382.59494
3.68466741285454,8.40784796630552,5667.52384
17.1762702719226,12.9942356312194,6213.45474
3.777766734627,8.41164300107823,5713.46834
0.997689265540743,9.70001568333414,1270.61854
11.5480515451552,11.4949507269925,10576.43754
1.50267023178958,7.96326765140333,5832.46904
-6.83647350084359,4.60357921302093,11216.47574
0.59536474352527,7.63654491798028,5610.67154
14.0371636491898,11.7235732519507,8368.76454
10.3747930102345,9.01659503209637,10454.51624
9.37015749244357,10.7190721812962,10906.85674
4.71885775732023,8.87590397472437,6744.08234
-0.249843581299751,6.01553993615456,2423.64974
7.71672688179594,11.1714387922723,4393.23444
15.9300191305416,10.6862051949155,9144.82284
5.08829338869708,12.8136364404775,1918.36514
4.87210792111558,9.93480939901736,5358.09984
2.06666309369447,8.6915565530831,11344.11364
6.59239499601695,9.00628082625458,5305.36474
3.43802877847756,8.15293793547802,8887.25084
3.99712063997343,12.5017548689818,1485.84224
2.6274658865849,8.38617637095614,3504.25334
3.99695561428773,10.9775939773235,2960.59964
14.8387179911828,11.4041558473564,7503.05284
4.86719242534203,8.6008522073002,5623.34674
3.80759110672046,8.61716746920122,6550.96084
5.12796226955239,10.1425740442181,7918.04114
14.1292475310583,11.0417253766521,11486.19044
0.749231710172752,7.91334109149731,2802.16224
-3.1242203962605,4.80915860767204,6261.34504
-2.4597797618319,4.950317185575,7762.02024
2.68537056804356,8.21344853206595,4989.72074
0.997130573874184,9.34881785998867,1204.43494
-2.2773880588927,4.91064464136672,8031.67574
4.99650913013273,11.402903314713,2042.62544
5.62358724949265,9.11535370925476,6178.93444
4.09519762037295,10.1021536947428,10758.31764
11.2152154106249,12.228022269875,8853.30914
15.0541104521722,11.6008395769298,8160.73844
9.99590912852797,12.8426981590508,2439.16774
-1.91006219108515,4.30824790433565,1239.39104
2.7147868188,8.37637495402683,3854.40114
6.99536037076216,11.4760205565791,1820.34134
14.9947641208757,10.7080092788127,10070.84754
-3.44350437710305,6.22080907558872,7160.96394
1.99754568199174,10.5069011084365,3132.67124
2.11815909480881,9.4074675569682,1844.08084
-1.40601298632215,5.61261320681857,5438.16204
-2.99646701908443,4.24336082950253,6611.65854
6.17762673050446,10.3031843041539,6602.53754
4.83503090345588,8.7165758605116,6226.35274
1.99712726257393,11.147635840429,1828.01714
5.36839892619901,10.1878021486247,11476.42344
6.15715000426989,10.2983321059915,9573.25184
10.8404440566703,10.2850354942557,7048.41674
-4.89822963463076,4.5334060720925,11072.44134
5.7147521314623,9.15225139948297,7144.79364
10.9035377394616,12.3061209402536,4401.39584
7.18043045291971,11.1928727144534,6676.01234
4.9053736906495,8.82675914634336,8668.10374
2.17348412877537,8.14222348266481,6474.19204
2.99614444286086,10.1671914566241,7066.29734
13.0368752379383,11.4386709523798,8369.80764
3.71397932285343,8.5952841173701,7546.85144
6.28311773331703,8.487529735474,9931.69234
0.721855933745793,7.7552781277303,8923.69094
12.5483152029698,11.5714516997602,10481.33404
-0.484013523619912,6.35133930255454,8925.42024
11.43319843586,9.39728237986742,7063.33244
2.71844596050293,8.38000896887323,4845.47294
3.99803015558709,9.94479635777831,10648.83594
10.8974863320607,10.3554253347695,10010.94924
18.0879586192421,13.6480915638417,5624.60514
10.3596883381557,11.1808656738185,6777.65234
9.4998444320103,10.0536630016291,4926.88464
-0.00286611482556565,6.09322134945637,652.74774
4.7765750569847,8.60055311341605,5713.43094
9.99298123083134,11.6510293555691,4401.36764
3.93138908826817,9.00990098885068,4733.66704
7.68650644639317,9.33832697697362,7692.80574
6.93316126389377,10.0466541662205,5534.46394
4.94368607396038,11.0987846920268,7410.71034
10.1827519021045,11.8960094729542,5983.82394
6.59379461761668,8.97367425367483,6228.40434
4.00678229831476,10.2657967107504,6941.99074
3.96084879716984,8.74704763906855,9624.30094
0.00245684616514708,7.34830150617298,7176.34544
20.9382553903588,11.799043481236,10855.79574
22.0482940540586,12.2620894948833,9704.26974
7.26956773238324,11.2061333311967,3933.70534
0.625853841811956,7.72449344650168,6674.91784
6.19632195604443,10.3346676076811,9384.99164
10.964254799805,12.0229758317728,7884.33094
1.99797767679225,12.5000711634761,1141.42744
17.8433100723472,11.0943948847114,10183.21374
4.50536380464242,8.58919712254262,5980.06654
2.68902970974649,8.21565181550192,5138.87824
-0.373863996159401,5.63220194612681,4484.26764
5.0087612399221,11.4224384271416,7535.80194
2.71667414905737,8.38001705671173,4844.48504
-1.36636815534445,6.45515037077464,9483.98984
15.8407422823886,11.9636098535779,7008.45484
6.94307294658854,10.3769408455527,11053.92974
3.99767933163999,12.8074300993045,1545.81784
1.99974948823781,12.199142744705,1394.72684
8.47180963801882,9.13669831128799,7129.17614
-1.40448748165202,5.65811659189335,6419.28074
8.11513123611491,10.7076005041455,7150.56744
3.93103995809018,9.07923024975576,2622.06214
7.45850997144831,10.9261329008119,9995.45494
5.1780603428361,11.7684282581922,1574.85464
17.1887303596677,11.5675253598357,10823.80394
0.717264216761375,7.75652790624132,3635.03114
4.87611449922738,10.3344388604893,4703.68424
12.362047270185,11.4286236447561,10762.69304
3.65857769684662,8.49351756887718,8399.86384
-0.279364172813747,7.04012712907298,6690.08594
0.815764785333905,8.02184021887488,8508.04274
8.18377484458251,12.1670744338104,7870.22524
-0.00201570060725276,6.09998232888297,739.95354
3.06024054010713,9.07355842986805,10205.53354
12.186393353389,10.5257531198389,11469.60024
6.52608327651009,8.56280287476259,9666.41314
2.96435057944686,9.76065340002825,2009.46094
6.58921407868651,8.97695085363623,8968.40564
3.09143639282514,10.856970088989,5851.75794
-5.27869318820005,3.93818878440569,5039.70634
1.56601981587773,8.02706740703369,6517.85614
7.93411528131196,10.0560479633838,9277.60764
-4.96268881153601,4.2668570150013,9559.74634
4.94574960795769,11.3264759166179,7841.02664
-2.99794798795169,3.77824623198889,2813.07284
1.99139728407327,8.14127808293858,4663.38314
1.11908725705234,8.44136913647626,10762.39764
2.50344716549437,8.20154951601544,5478.42874
8.09526635982101,11.9213924889718,9178.54784
-0.173883272959108,6.53947545958254,8238.68804
2.997974365492,12.8010750964857,1352.68954
0.637837288717415,7.73354920723398,10352.69444
4.77628333443294,8.59939423743225,5725.44184
0.00331091178367404,6.6782441820314,3125.57294
2.21335592443868,8.33634693267358,11705.82374
6.90879712975942,10.3894705223998,5907.84894
1.93559571950333,9.49870468529094,4453.11934
13.4543023507241,11.7839242992253,10290.01764
6.36505037544197,11.2881801150691,6528.73574
-1.99887269647919,3.92755983464527,1102.16824
-6.86764673359113,4.48414567846547,11436.98354
0.935155857948826,8.52719541006185,2293.66874
2.05618437888345,8.79821761001201,1947.21964
0.664683376266885,7.69469065842354,9091.51464
2.05618437888345,8.79821761001201,2060.37904
12.0268423037229,11.1995893151687,8338.90564
4.99841091574625,12.8010574384261,1681.02604
3.80902496604227,8.6279875731615,5063.94534
3.68595070184682,8.41391941267467,6437.54654
7.17881009177715,11.0389445426725,6514.93364
5.80802765697471,9.14577548072688,8371.81654
18.9955183150341,12.6048450781757,6201.47494
-1.27591493269936,6.7160740059567,9386.61604
7.08682815333781,11.5786825781606,2224.85334
-7.8918810359733,4.07420635565589,6564.24094
3.27680937558869,10.3615052939232,6887.94174
3.47043944474369,8.25895321881965,7504.42434
-0.401973788019411,6.97772860517905,6418.38074
-5.00274994662461,4.81500117191695,9162.85474
6.68288566750823,9.00052577143528,5794.71914
-4.24398956784414,4.07991600944531,5703.55614
4.95854468910588,8.60230067402065,5972.73954
15.1266929771031,10.8856106709002,11404.26074
4.68289229010873,8.59450373886232,5565.43394
2.09143970412539,10.2360824936615,4841.59674
4.86838079168408,8.59853882801178,5652.38524
4.43840795510391,8.29940820082737,9440.01794
-0.039859277652968,7.33724270844132,6190.35814
7.99562402857671,11.6455517940812,2257.96694
10.9326486922835,11.3786740170724,3987.98264
1.97019553897519,8.75481768261076,9127.33474
1.93748304976069,9.82825265975133,1116.34694
8.18871393179799,10.8100398895759,8236.66454
1.63586233861025,8.92024939333138,4848.17134
3.6849591354063,8.40858061404242,5722.56284
-3.99547667271733,4.58151076237512,6305.01614
3.50395631628869,8.41160310916908,5316.25954
10.024703231263,11.6032501505543,5662.83154
-1.19258832288417,6.46119795016155,5450.15744
0.593477413267905,7.63530532072222,6086.02394
0.0326901533912758,7.34986012548362,7833.22094
0.124028841772419,7.51062104742675,9275.52404
1.96960003584397,8.75984267621669,6291.19994
15.997661072172,13.111345782799,3413.21744
1.99768595424049,11.6517686762183,1838.18994
2.71844596050293,8.38000896887323,4900.55224
-9.98314451607346,3.85478196650129,8468.35624
4.99539174679961,11.1535644762297,2003.46434
-1.67381845669527,6.97696945274048,5975.69314
-6.89345766504847,4.27143273900341,9871.20094
12.7799658667061,10.9182810510869,6167.47364
4.00597641989932,10.4995395911734,4698.74124
4.6269134441412,8.81890542937026,7694.05754
5.96412743265733,9.51328676996746,8879.36574
8.99965374259433,11.0492241091773,6433.48094
5.500477053806,8.78615784568303,9026.14594
0.0260312510093303,7.38440987898098,5800.57384
4.74870323145042,8.71333920089239,7562.07784
6.77613643958369,9.00395119130638,6193.05404
11.5480276716917,11.2471638768737,10757.52724
1.5391453234911,7.91378570960791,8148.48494
4.99369091836298,10.537430060051,1642.92384
3.0561810675832,9.49783812108071,2216.56654
3.99767933163999,12.8074300993045,711.86854
0.538554011633591,7.58838293486659,9174.71584
14.9297785323949,11.2557516757238,11725.12454
5.08773469703052,12.5100478218984,2198.56204
6.66290199510061,9.25631712389385,8720.43654
5.86793883890275,9.43592098169228,7389.02384
-1.77168425526506,5.76128264908222,7696.94644
5.90690945940209,9.14609521544288,9575.25684
10.6215079727897,9.98211208148967,10158.87944
-0.248914657418471,7.17352450156667,7407.41544
-5.33542345279767,4.15206542235258,7704.08804
19.0844793907577,12.9258686587408,6327.73394
4.00192121488708,10.14065099855,6150.10334
4.9979677428915,13.1020606396752,1609.98764
6.68288566750823,9.00052577143528,5804.75764
5.86675711924127,8.78817809567131,6102.96924
-0.309887508822515,7.14532246394501,7759.23584
10.1777384884004,11.6470210571231,7284.95284
-0.000157852844692052,7.37377797281127,9267.77734
0.809804846867272,7.77841616228005,5035.79624
2.80378551978389,8.35872879645504,6825.99214
2.71844596050293,8.38000896887323,4845.47294
-2.40360988266996,4.53819143891109,4533.30634
15.0257149864891,11.6240070627058,8838.35744
-9.17402835532599,4.17077375062307,9154.52474
7.50297386075566,9.2402189827437,7333.68824
9.58907744791972,9.77331311012254,8637.24444
5.50365797113643,8.80364091918957,5577.44914
4.77628333443294,8.59939423743225,5726.47004
5.0933530319732,11.4585964726903,5046.77824
13.8416455487794,11.1439248925672,7114.54194
7.49966624655918,9.18438294274003,6725.74454
-1.00008912755844,4.18439118272939,1893.12884
17.1761547531108,12.6952890268783,6512.81994
-1.87716773142359,6.49571082520574,7955.35454
5.77628002313269,8.79291103477232,5796.52364
2.00167274998637,11.3051398727582,3848.38284
-0.223523905325858,7.24106773054233,5421.41134
1.02662364052448,8.55276842375867,701.84134
5.59276101287788,8.77267555330054,5908.89564
-5.37093091769995,3.68547801534626,7344.70474
7.84444236984971,10.8714377275553,7120.13124
1.71844927180318,8.11488131237621,4817.41604
-0.459670865620599,6.9523949771206,9236.74074
-2.21993772834304,6.20457767954316,6213.97084
0.997840715843744,9.53730087392893,1771.13314
8.27941504475131,11.9325623108342,8340.72924
0.0284191617476808,7.38372947339555,8869.65984
2.87851400363726,9.11164750282653,10837.69974
-7.27506247541437,3.76964716272219,4022.61234
3.87314645468577,10.5126727257475,1385.83594
7.93511714583327,10.1217426108697,8753.02804
4.86920972976736,8.61146227429174,5323.98034
13.8674794737268,10.9887372375503,6181.48544
6.01202012704201,10.9703616960256,7796.18074
0.869712377395101,7.70823873343123,5711.38114
1.9993174934373,10.5006144151353,1143.31094
4.68144813270612,8.5900239128536,6060.93884
11.9965338743721,11.0356257192898,8197.51544
-2.11087531647499,4.81505762685165,8257.61684
17.3573647363885,12.4310365307712,6771.05064
-2.77917561008605,5.58282924083394,10136.32044
7.59021263190758,9.23674091264669,8804.15614
2.84155615618958,8.64717160506749,6864.24694
5.71786375955292,9.13220719959462,6638.83194
0.936006272167139,8.54992124392649,1576.66334
12.9968334636778,10.9988963136254,9358.07054
3.78155585049789,8.41854280879375,6444.30674
15.1151885243072,12.3373991426812,7530.83974
0.016285155392515,6.91749254866769,10567.15274
2.99739092038849,11.8230626848527,1348.65914
10.1820982877878,10.9695241862882,6240.39304
2.99768264294024,12.5164608828312,1814.21434
-1.24492089897213,4.82891535099625,6727.06764
17.087132992459,12.8200783080127,5429.53944
6.99766939773924,13.2010591945865,1694.11154
6.10224143209004,10.5322622248446,9435.25304
11.3630276925696,11.0999930788925,9978.53964
2.8129791415972,8.39156589220999,7740.19044
3.70865746568978,8.16390725277428,9550.97424
18.1134744846679,11.3333103264656,8979.86634
16.0233897763884,12.6571058341586,6121.31054
-1.43353825542101,4.6358161693122,4110.89804
19.1831858694186,12.3870564384245,9609.18464
5.59187554714183,8.77264015980362,6559.75104
1.71844927180318,8.11488131237621,4901.57734
14.0873884193396,13.4091293338337,4427.36074
4.71378585833222,8.49804263351212,10055.90964
3.87906681026099,10.0624907804792,4334.33454
-4.30651544878202,4.73193385145228,8438.95954
9.09723253984131,11.1814492419724,9556.16904
11.2722485758285,11.8027765745089,9448.66404
6.68288566750823,9.00052577143528,5792.70324
7.26971918268624,11.0389389300586,6590.02124
2.71844596050293,8.38000896887323,4887.55354
0.963798510380805,8.23280427685963,1081.31554
6.68288566750823,9.00052577143528,5834.78394
7.19433557804093,10.56927684716,11230.04994
12.0865574995451,11.030865044388,8895.33304
-4.98768420387865,4.40774718948497,10755.07244
5.90224675940874,9.26583602009615,5310.90554
0.593698152810726,7.63844381436935,5369.10014
5.99095373784088,9.08726205632958,6729.55864
7.49930354099849,9.2362163982494,8691.10114
4.62679623156029,8.86590427418843,7097.65644
8.93750244883072,11.2163803149929,7061.26314
1.77982659314402,7.98912591105959,5744.35364
1.99797767679225,12.5000711634761,1234.33954
13.9953124382235,13.1254200497657,4276.32584
19.3602720620036,12.8256099286601,6793.95814
15.9967859045168,12.9210680994867,4547.39004
8.21853465249124,10.6722786516963,9658.29954
16.0245430912127,12.4373863319467,6810.10514
4.99767602033974,12.9809405332763,1914.29734
-0.904436869361933,5.72367459864451,4097.59414
16.9957440936447,11.0887963625922,8571.41054
-2.15547740760235,4.84412765848802,6012.08034
-3.08028221753071,4.80939021857806,8028.31794
4.99857266413004,11.8226320839864,2177.66704
0.997980988092497,10.5499991946977,903.04884
6.90305722727626,9.44738370346365,8374.90694
9.34205047457163,8.97233203564762,7473.79234
8.11513123611491,10.7076005041455,7164.59424
5.50799301708684,8.78397826673908,6299.43694
10.8147990970499,11.612953106257,8118.62024
7.1777372442469,11.5786869014811,2387.77814
1.02754503775172,8.53046189220423,1578.76564
-5.432055219407,3.6854738797399,7302.62704
5.77569657802918,8.78909751651971,5673.44694
1.83844953316833,8.30309514068874,7833.35394
3.50047249835226,8.40618468169861,4238.74344
0.684561827943488,7.6615225037586,5762.50884
16.9935769224491,12.7282521070535,6185.36574
3.68360574337854,8.41013985497265,4981.86774
-1.3699431783531,4.67212555866441,4769.63574
3.87098485251317,8.42162592950337,7981.22754
0.0939394581952575,7.54483236529477,4076.66034
3.85401363619382,9.06838770779487,5230.87404
1.0000907516618,9.2552598778206,1335.56624
-1.11057748711615,5.0697685730462,5294.33724
3.275482430767,9.73436089809519,9920.19544
3.96306485912779,9.98747984793887,4483.96214
1.9024262843672,8.50729966346367,6447.85354
-1.90516757349473,4.89013442111234,4304.86514
19.1986094013735,10.8606788054651,9397.13234
4.99565871591441,11.0169575047726,1421.87594
4.63126125167865,8.85165743663378,8180.35224
4.68318401266049,8.59566164249949,5721.57804
-4.07918703797204,6.50830350150802,9979.08384
-1.9647057517813,4.98727028472343,5948.76484
0.631063241621965,7.731096652267,6771.85724
22.0181486271633,11.3098829576019,12044.52304
-0.430422411976618,7.09707292116,9310.57654
9.36124102758954,11.6298298724952,6315.19004
4.37514418347916,8.41175480213383,7130.10554
3.99797105419175,12.977126078135,1405.75614
-0.405341207170579,6.97552837176477,7100.11124
2.8443186541022,8.66290114004615,6806.00564
1.00109261618311,9.43989868957773,7580.07444
5.99767270903949,13.1047672421646,1637.05664
-5.0541936694383,4.64886033999987,9841.21634
4.2692644675972,11.67670586779,1583.82164
11.9990748189462,12.0074118958418,8329.82754
1.80938311614922,8.12048910244848,4473.11334
8.42060347583185,10.5391530935031,9175.65734
2.28317709529238,9.75374142168659,10416.58114
4.59692562989484,8.60699640405258,5335.98874
4.77599161188119,8.59823305472385,5698.45664
0.0286904858220398,7.36010536898221,1404.58114
2.71667414905737,8.38001705671173,4802.40434
4.49957183970237,8.57094772732275,6421.55924
12.3617555476333,11.2863704585226,10788.79924
2.87160038785239,9.32598279011818,4364.87414
4.9979677428915,13.1020606396752,1622.98634
6.62788463618441,10.478575574223,4783.75044
1.09089550181333,9.08157479434204,5846.50734
6.62859647192308,9.45072027409823,5712.62244
-0.0646930318481369,7.29118266536718,4584.29594
11.9057973358027,10.6851344109955,8712.33364
3.91593112090706,9.28986412296892,11588.51024
16.0873817967391,13.5047428329872,5138.15444
15.9935802337494,12.5857249439736,5930.04814
-2.9903020505029,4.33491424415748,4415.88934
-1.18934672062559,6.46848927449673,8331.88674
-0.280809210189815,7.03781624463601,4720.25304
3.99887691840519,9.25774506506205,7651.91814
3.74735592214967,9.007805921993,4880.68804
1.99272957406429,8.5197307818407,1835.14944
3.50104236807306,8.40697243173961,4832.71584
-0.722326964991998,6.79863367366177,6329.39564
3.86719573664228,8.41470112361493,5651.39994
3.94041354527997,9.90704157873315,9649.99674
